бер	бер+Num;бер+PN;
өлеше	өлеш+N+Sg+POSS_3(СЫ)+Nom;
,	Type2
бит-сын	NR
үзгәртеп	үзгәр+V+CAUS(т)+ADVV_ACC(Ып);үзгәрт+V+ADVV_ACC(Ып);
,	Type2
төрле	төр+N+ATTR_MUN(лЫ);төрле+Adj;
заводларга	завод+N+PL(ЛАр)+DIR(ГА);
урнашканнар	урна+V+RECP(Ыш)+PCP_PS(ГАн)+PL(ЛАр)+Nom;урна+V+RECP(Ыш)+PST_INDF(ГАн)+3PL(ЛАр);
.	Type1
Бер	бер+Num;бер+PN;
ишләре	иш+N+PL(ЛАр)+POSS_3(СЫ)+Nom;
,	Type2
юл	юл+N+Sg+Nom;
михнәтен	михнәт+N+Sg+POSS_3(СЫ)+ACC(нЫ);
күтәрә	күтәр+V+PRES(Й);
алмыйча	ал+V+NEG(мА)+ADVV_NEG(ЙчА);
,	Type2
үлеп	үл+V+ADVV_ACC(Ып);
калганнар	кал+V+PCP_PS(ГАн)+PL(ЛАр)+Nom;кал+V+PST_INDF(ГАн)+3PL(ЛАр);
.	Type1
Шуларның	шул+PN+PL(ЛАр)+GEN(нЫң);
токымнары	токым+N+PL(ЛАр)+POSS_3(СЫ)+Nom;
,	Type2
Александр	александр+PROP+Sg+Nom;
патша	патша+N+Sg+Nom;
манифестыннан	манифест+N+Sg+POSS_3(СЫ)+ABL(ДАн);
соң	соң+Adv;соң+N+Sg+Nom;соң+PART;соң+POST;
,	Type2
җир	җир+N+Sg+Nom;
даулап	дау+N+DISTR(лАп);даула+V+ADVV_ACC(Ып);
кайтсалар	кайт+V+COND(сА)+3PL(ЛАр);
да	да+PART;
,	Type2
Галкәй	NR
хуҗа	хуҗа+N+Sg+Nom;
аларга	алар+PN+DIR(ГА);
почмагына	почмак+N+Sg+POSS_3(СЫ)+DIR(ГА);
сәмруг	сәмруг+N+Sg+Nom;
башлы	баш+N+ATTR_MUN(лЫ);
мөһер	мөһер+N+Sg+Nom;
сугылган	сугыл+V+PCP_PS(ГАн);сугыл+V+PST_INDF(ГАн);сук+V+PASS(Ыл)+PCP_PS(ГАн);сук+V+PASS(Ыл)+PST_INDF(ГАн);
борынгы	борынгы+Adj;
кәгазьне	кәгазь+N+Sg+ACC(нЫ);
генә	генә+PART;
күрсәткән	күрсәт+V+PCP_PS(ГАн);күрсәт+V+PST_INDF(ГАн);
:	Type2
И	и+INTRJ;и+V+IMP_SG();
.	Type1
Сталин	сталин+PROP+Sg+Nom;
—	Type2
Минем	мин+PN+GEN(нЫң);
бабаларым	баба+N+PL(ЛАр)+POSS_1SG(Ым)+Nom;
биләгән	билә+V+PCP_PS(ГАн);билә+V+PST_INDF(ГАн);
җирләр…	Error
—	Type2
дип	ди+V+ADVV_ACC(Ып);
язылган	яз+V+PASS(Ыл)+PCP_PS(ГАн);яз+V+PASS(Ыл)+PST_INDF(ГАн);
ди	ди+V+PRES(Й);
анда	анда+PN;ул+PN+LOC(ДА);
,	Type2
—	Type2
заманасында	замана+N+Sg+POSS_3(СЫ)+LOC(ДА);
Болгар	болга+V+FUT_INDF(Ыр);болга+V+PCP_FUT(Ыр);болгар+N+Sg+Nom;болгар+PROP+Sg+Nom;
дәүләтендә	дәүләт+N+Sg+POSS_3(СЫ)+LOC(ДА);
базарбашы	NR
булган	бул+V+PCP_PS(ГАн);бул+V+PST_INDF(ГАн);
бабамыз	NR
Сәедти	NR
Error	гәнәй;
NR	милке;
милке+N+Sg+Nom;	саналмыштыр;
саналмыш+N+Sg+3SG(ДЫр);саналмыш+N+Sg+Nom+PROB(ДЫр);	.;
Type1	Соңыра;
NR	1623;
Num	нче;
NR	елда;
ел+N+Sg+LOC(ДА);	ак;
ак+Adj;ак+V+IMP_SG();	падишаһ;
NR	чар;
чар+N+Sg+Nom;	Михаил;
михаил+PROP+Sg+Nom;	Федорович;
Rus	ярлыгы;
яр+N+NMLZ(лЫк)+Sg+POSS_3(СЫ)+Nom;яр+N+PSBL(лЫк)+POSS_3(СЫ)+Nom;	нлән;
NR	тугызынчы;
тугыз+Num+NUM_ORD(ЫнчЫ);	бабамыз;
NR	йомышлы;
йом+V+VN_2(Ыш)+ATTR_MUN(лЫ);йомыш+N+ATTR_MUN(лЫ);	татар;
татар+N+Sg+Nom;	Ишмөхәммәткә;
NR	беркетелмештер;
NR	.;
Аның	ул+PN+GEN(нЫң);
атасы	ат+V+OBL(ЙсЫ);ата+N+Sg+POSS_3(СЫ)+Nom;
Хангильди	NR
морза	морза+N+Sg+Nom;
,	Type2
аның	ул+PN+GEN(нЫң);
атасы	ат+V+OBL(ЙсЫ);ата+N+Sg+POSS_3(СЫ)+Nom;
Байтирәк	байтирәк+N+Sg+Nom;
князь	князь+N+Sg+Nom;
,	Type2
аның	ул+PN+GEN(нЫң);
атасы	ат+V+OBL(ЙсЫ);ата+N+Sg+POSS_3(СЫ)+Nom;
хуҗа	хуҗа+N+Sg+Nom;
әхмәт	әхмәт+PROP+Sg+Nom;
,	Type2
аның	ул+PN+GEN(нЫң);
атасы	ат+V+OBL(ЙсЫ);ата+N+Sg+POSS_3(СЫ)+Nom;
Сәлимгәрәй	сәлимгәрәй+PROP+Sg+Nom;
,	Type2
аның	ул+PN+GEN(нЫң);
атасы	ат+V+OBL(ЙсЫ);ата+N+Sg+POSS_3(СЫ)+Nom;
Сәедтигәнәй	NR
улып	NR
,	Type2
шәһәри	NR
Болгар	болга+V+FUT_INDF(Ыр);болга+V+PCP_FUT(Ыр);болгар+N+Sg+Nom;болгар+PROP+Sg+Nom;
газыйлары	газый+Adj+PL(ЛАр)+POSS_3(СЫ)+Nom;
нәселеннәндер	нәсел+N+Sg+POSS_3(СЫ)+ABL(ДАн)+3SG(ДЫр);нәсел+N+Sg+POSS_3(СЫ)+ABL(ДАн)+PROB(ДЫр);
.	Type1
Тигәнәле	тигәнә+N+ATTR_MUN(лЫ);
авылы	авыл+N+Sg+POSS_3(СЫ)+Nom;ау+N+Sg+POSS_3(СЫ)+ATTR_MUN(лЫ);
аның	ул+PN+GEN(нЫң);
исеме	ис+N+Sg+POSS_3(СЫ)+Nom+INT(мЫ);исем+N+Sg+POSS_3(СЫ)+Nom;
белән	белән+POST;
аталмыш	NR
булса	бул+V+COND(сА);
кирәк…	Error
Кыйбатка	кыйбат+Adj+Sg+DIR(ГА);
төшкән	төш+V+PCP_PS(ГАн);төш+V+PST_INDF(ГАн);
кәгазь	кәгазь+N+Sg+Nom;
бу	бу+PN;
һәм	һәм+CNJ;
аның	ул+PN+GEN(нЫң);
тарихы	тарих+N+Sg+POSS_3(СЫ)+Nom;
пичәмә	пи+N+EQU(чА)+POSS_1SG(Ым)+DIR(ГА);
ничә	ничә+PN;
буыннарның	буын+N+PL(ЛАр)+GEN(нЫң);
язмышы	язмыш+N+Sg+POSS_3(СЫ)+Nom;
өстендә	өс+N+Sg+POSS_3(СЫ)+LOC(ДА);өстен+Adj+Sg+LOC(ДА);өстендә+POST;
,	Type2
каргышлы	каргыш+N+ATTR_MUN(лЫ);
сихер	сихер+N+Sg+Nom;
төсле	төс+N+ATTR_MUN(лЫ);төсле+Adj;төсле+POST;
,	Type2
асылынып	ас+V+PASS(Ыл)+REFL(Ын)+ADVV_ACC(Ып);асыл+V+REFL(Ын)+ADVV_ACC(Ып);асылын+V+ADVV_ACC(Ып);
килә	кил+V+PRES(Й);
.	Type1
4	Num
Пугач	пугач+N+Sg+Nom;
кузгалган	кузгал+V+PCP_PS(ГАн);кузгал+V+PST_INDF(ГАн);
елны	ел+N+Sg+ACC(нЫ);
Галкәй	NR
хуҗаның	хуҗа+N+Sg+GEN(нЫң);
бабасының	баба+N+Sg+POSS_3(СЫ)+GEN(нЫң);
атасы	ат+V+OBL(ЙсЫ);ата+N+Sg+POSS_3(СЫ)+Nom;
Габделмән	NR
түрә	түрә+N+Sg+Nom;
«	Type4
фетнәчеләр	фетнә+N+PROF(чЫ)+PL(ЛАр)+Nom;
эшен	эш+N+Sg+POSS_3(СЫ)+ACC(нЫ);
тикшерү	тикшер+V+VN_1(у/ү/в)+Nom;
комиссиясе	комиссия+N+Sg+POSS_3(СЫ)+Nom;
»	Type4
ндә	NR
тылмач	тылмач+N+Sg+Nom;
булып	бул+V+ADVV_ACC(Ып);
эшли	эшлә+V+PRES(Й);
.	Type1
Петр	петр+PROP+Sg+Nom;
Федорович	Rus
(	Type3
Пугачов	NR
)	Type3
яклы	як+N+ATTR_MUN(лЫ);
өяз	өяз+N+Sg+Nom;
татарларыннан	татар+N+PL(ЛАр)+POSS_3(СЫ)+ABL(ДАн);
бик	бик+Adv;
күпләре	күп+Adj+PL(ЛАр)+POSS_3(СЫ)+Nom;күпләр+N+Sg+POSS_3(СЫ)+Nom;
аның	ул+PN+GEN(нЫң);
кулыннан	кул+N+Sg+POSS_3(СЫ)+ABL(ДАн);
үтәләр	үт+V+PRES(Й)+3PL(ЛАр);үтә+V+PASS(Ыл)+PCP_FUT(Ыр);үтәл+V+PCP_FUT(Ыр);
.	Type1
Сакал-мыек	NR
Error	лары;
лар+N+Sg+POSS_3(СЫ)+Nom;	җиткән;
җит+V+PCP_PS(ГАн);җит+V+PST_INDF(ГАн);җиткән+Adj;	,;
Type2	аяк-куллары;
NR	богауланган;
богаула+V+REFL(Ын)+PCP_PS(ГАн);богаула+V+REFL(Ын)+PST_INDF(ГАн);богаулан+V+PCP_PS(ГАн);богаулан+V+PST_INDF(ГАн);	бу;
бу+PN;	ачулы;
ач+V+VN_1(у/ү/в)+ATTR_MUN(лЫ);ачу+N+ATTR_MUN(лЫ);	кешеләргә;
кеше+N+PL(ЛАр)+DIR(ГА);	ул;
ул+N+Sg+Nom;ул+PN;	кыс;
кыс+V+IMP_SG();	Error
ка-кыска	NR
сораулар	сора+V+VN_1(у/ү/в)+PL(ЛАр)+Nom;сорау+N+PL(ЛАр)+Nom;
биреп	бир+V+ADVV_ACC(Ып);
,	Type2
шуларга	шул+PN+PL(ЛАр)+DIR(ГА);
барысының	бары+PN+POSS_3(СЫ)+GEN(нЫң);
да	да+PART;
язмышларын	язмыш+N+PL(ЛАр)+POSS_3(СЫ)+ACC(нЫ);
дар	дар+N+Sg+Nom;
агачына	агач+N+Sg+POSS_3(СЫ)+DIR(ГА);
яки	яки+CNJ;
зинданга	зиндан+N+Sg+DIR(ГА);
илтүче	илт+V+VN_1(у/ү/в)+PCP_PR(чЫ);илт+V+VN_1(у/ү/в)+PROF(чЫ)+Sg+Nom;
әзер	әзер+Adj;
җавапны	җавап+N+Sg+ACC(нЫ);
теркәп	теркә+V+ADVV_ACC(Ып);
,	Type2
әби	әби+N+Sg+Nom;
патша	патша+N+Sg+Nom;
офицеры	офицер+N+Sg+POSS_3(СЫ)+Nom;
секунд-майор	Rus
Адашев	Rus
карамагына	NR
озата	озат+V+PRES(Й);
бара	бар+V+PRES(Й);
иде	и+V+PST_DEF(ДЫ);
.	Type1
Озакка	озак+Adj+Sg+DIR(ГА);
сузылган	суз+V+PASS(Ыл)+PCP_PS(ГАн);суз+V+PASS(Ыл)+PST_INDF(ГАн);сузыл+V+PCP_PS(ГАн);сузыл+V+PST_INDF(ГАн);
тикшерү	тикшер+V+VN_1(у/ү/в)+Nom;
эше	эш+N+Sg+POSS_3(СЫ)+Nom;
төгәлләнеп	төгәллә+V+REFL(Ын)+ADVV_ACC(Ып);төгәллән+V+ADVV_ACC(Ып);
килгәндә	кил+V+PCP_PS(ГАн)+LOC(ДА);
,	Type2
аның	ул+PN+GEN(нЫң);
янына	ян+N+Sg+POSS_3(СЫ)+DIR(ГА);ян+V+REFL(Ын)+PRES(Й);янына+POST;
иске	иске+Adj;иске+PROP+Sg+Nom;
мундирының	мундир+N+Sg+POSS_3(СЫ)+GEN(нЫң);
бер	бер+Num;бер+PN;
җиңе	җиң+N+Sg+POSS_3(СЫ)+Nom;
буш	буш+Adj;
салынып	сал+V+REFL(Ын)+ADVV_ACC(Ып);салын+V+ADVV_ACC(Ып);
торучы	тор+V+VN_1(у/ү/в)+PCP_PR(чЫ);тор+V+VN_1(у/ү/в)+PROF(чЫ)+Sg+Nom;
берәүне	бер+Num+NUM_COLL(АУ)+ACC(нЫ);
кертәләр	кер+V+CAUS(т)+PRES(Й)+3PL(ЛАр);керт+V+PRES(Й)+3PL(ЛАр);
.	Type1
Габделмән	NR
аңар	NR
гадәттәгечә	гадәт+N+Sg+ATTR_LOC(ДАгЫ)+EQU(чА);гадәттәге+Adj+EQU(чА);
коры	коры+Adj;
гына	гына+PART;
:	Type2
—	Type2
Исемең	исем+N+Sg+POSS_2SG(Ың)+Nom;
?	Type1
Атаң	ата+N+Sg+POSS_2SG(Ың)+Nom;
?	Type1
Кайсы	кайсы+PN;
як	як+N+Sg+Nom;як+V+IMP_SG();
?	Type1
—	Type2
дип	ди+V+ADVV_ACC(Ып);
эндәшергә	эндәш+V+INF_1(ЫргА);
хәзерләнеп	хәзерлә+V+REFL(Ын)+ADVV_ACC(Ып);хәзерлән+V+ADVV_ACC(Ып);
,	Type2
каурый	каурый+N+Sg+Nom;
каләмне	каләм+N+Sg+ACC(нЫ);
зәгъфыран	NR
карасына	кара+Adj+Sg+POSS_3(СЫ)+DIR(ГА);кара+N+Sg+POSS_3(СЫ)+DIR(ГА);
манган	ман+V+PCP_PS(ГАн);ман+V+PST_INDF(ГАн);
арада	ара+N+Sg+LOC(ДА);арада+POST;
,	Type2
сынар	сын+V+PCP_FUT(Ыр);сына+V+FUT_INDF(Ыр);сына+V+PCP_FUT(Ыр);
куллы	кул+N+ATTR_MUN(лЫ);
кешенең	кеше+N+GEN(нЫң);
йөзендә	йөз+N+Sg+POSS_3(СЫ)+LOC(ДА);йөз+Num+POSS_3(СЫ)+LOC(ДА);
ниндидер	нинди+PN+PROB(ДЫр);
таныш	таны+V+RECP(Ыш)+IMP_SG();таны+V+VN_2(Ыш)+Nom;таныш+Adj;
чырай	чырай+N+Sg+Nom;
күреп	күр+V+ADVV_ACC(Ып);
,	Type2
акырып	акыр+V+ADVV_ACC(Ып);
җибәрә	җибәр+V+PRES(Й);
:	Type2
—	Type2
Эләктеңме	эләк+V+PST_DEF(ДЫ)+2SG(ң)+INT(мЫ);
,	Type2
чулак	чулак+Adj;
?	Type1
Ул	ул+N+Sg+Nom;ул+PN;
аның	ул+PN+GEN(нЫң);
,	Type2
шуннан	шул+PN+ABL(ДАн);
унбиш	унбиш+Num;
еллар	ел+N+PL(ЛАр)+Nom;
элек	элек+Adv;элек+POST;
рус	рус+Adj;рус+N+Sg+Nom;
армиясе	армия+N+Sg+POSS_3(СЫ)+Nom;
сафында	саф+Adj+Sg+POSS_3(СЫ)+LOC(ДА);
гаскәр	гаскәр+N+Sg+Nom;
хезмәтен	хезмәт+N+Sg+POSS_3(СЫ)+ACC(нЫ);
үтәп	үтә+V+ADVV_ACC(Ып);
кайткач	кайт+V+ADVV_ANT(ГАч);
,	Type2
үзе	үзе+PN;
төсле	төс+N+ATTR_MUN(лЫ);төсле+Adj;төсле+POST;
тынгысыз	тынгы+N+ATTR_ABES(сЫз)+Sg+Nom;тынгы+N+Sg+2PL(сЫз);
авылдашларын	авылдаш+N+PL(ЛАр)+POSS_3(СЫ)+ACC(нЫ);
Пугач	пугач+N+Sg+Nom;
ягына	ягын+V+PRES(Й);як+N+Sg+POSS_3(СЫ)+DIR(ГА);як+V+REFL(Ын)+PRES(Й);
ияртеп	ияр+V+CAUS(т)+ADVV_ACC(Ып);
чыккан	чык+V+PCP_PS(ГАн);чык+V+PST_INDF(ГАн);
һәм	һәм+CNJ;
:	Type2
—	Type2
Петр	петр+PROP+Sg+Nom;
Феодрич	NR
кыр	кыр+N+Sg+Nom;кыр+V+IMP_SG();
чирүе	NR
чаклы	чак+N+ATTR_MUN(лЫ);чаклы+POST;
халык	халык+N+Sg+Nom;
белән	белән+POST;
Казанны	казан+N+Sg+ACC(нЫ);казан+PROP+ACC(нЫ);
алмага	алма+N+Sg+DIR(ГА);
килә	кил+V+PRES(Й);
!	Type1
—	Type2
дип	ди+V+ADVV_ACC(Ып);
хәбәр	хәбәр+N+Sg+Nom;
таратып	тара+V+CAUS(т)+ADVV_ACC(Ып);тарат+V+ADVV_ACC(Ып);
,	Type2
шул	шул+PART;шул+PN;
замандагы	заман+N+Sg+ATTR_LOC(ДАгЫ);
губернатор	губернатор+N+Sg+Nom;
Брантны	NR
куркуга	курк+V+VN_1(у/ү/в)+DIR(ГА);курку+N+Sg+DIR(ГА);
төшергән	төшер+V+PCP_PS(ГАн);төшер+V+PST_INDF(ГАн);
Тигәнәле	тигәнә+N+ATTR_MUN(лЫ);
крестьяны	крестьян+N+Sg+POSS_3(СЫ)+Nom;
Зариф	зариф+PROP+Sg+Nom;
икәнлеген	NR
таный	таны+V+PRES(Й);
.	Type1
Бу	бу+PN;
очрашуга	очра+V+RECP(Ыш)+VN_1(у/ү/в)+DIR(ГА);очрашу+N+Sg+DIR(ГА);
озак	озак+Adj;
та	та+PART;
үтми	үт+V+NEG(мА)+PRES(Й);
,	Type2
әҗем	NR
мәхәлләсе	NR
шәкертләре	шәкерт+N+PL(ЛАр)+POSS_3(СЫ)+Nom;
бәет	бәет+N+Sg+Nom;
чыгаралар	чыгар+V+PRES(Й)+3PL(ЛАр);
:	Type2
—	Type2
Тарих	тарих+N+Sg+Nom;
мең	мең+Num;
дә	дә+PART;
җиде	җиде+Num;
йөз	йөз+N+Sg+Nom;йөз+Num;йөз+V+IMP_SG();
дә	дә+PART;
җитмеш	җитмеш+Num;
бишенче	биш+Num+NUM_ORD(ЫнчЫ);
сәнәдә	сәнә+N+Sg+LOC(ДА);
Зариф	зариф+PROP+Sg+Nom;
солдатны	солдат+N+Sg+ACC(нЫ);
астылар	ас+V+PST_DEF(ДЫ)+3PL(ЛАр);
Казанда	казан+N+Sg+LOC(ДА);казан+PROP+LOC(ДА);
—	Type2
иске	иске+Adj;иске+PROP+Sg+Nom;
Бистәдә…	Error
Габделмән	NR
түрә	түрә+N+Sg+Nom;
әби	әби+N+Sg+Nom;
патша	патша+N+Sg+Nom;
фәрманнарын	фәрман+N+PL(ЛАр)+POSS_3(СЫ)+ACC(нЫ);
җиренә	җир+N+Sg+POSS_3(СЫ)+DIR(ГА);
җиткереп	җиткер+V+ADVV_ACC(Ып);
үти	үтә+V+PRES(Й);
һәм	һәм+CNJ;
,	Type2
үзен	үз+PN+POSS_3(СЫ)+ACC(нЫ);
«	Type4
Казан	казан+N+Sg+Nom;казан+PROP+Sg+Nom;казан+V+IMP_SG();
помещицасы	NR
»	Type4
дип	ди+V+ADVV_ACC(Ып);
йөртүче	йөр+V+CAUS(т)+VN_1(у/ү/в)+PCP_PR(чЫ);йөр+V+CAUS(т)+VN_1(у/ү/в)+PROF(чЫ)+Sg+Nom;йөрт+V+VN_1(у/ү/в)+PCP_PR(чЫ);йөрт+V+VN_1(у/ү/в)+PROF(чЫ)+Sg+Nom;
императрица	императрица+N+Sg+Nom;
Екатерина	екатерина+PROP+Sg+Nom;
тарафыннан	тараф+N+Sg+POSS_3(СЫ)+ABL(ДАн);тарафыннан+POST;
«	Type4
За	Rus
верность	Rus
,	Type2
за	Rus
его	Rus
службу	Rus
в	Rus
1774	Num
году	Rus
»	Type4
медале	медаль+N+Sg+POSS_3(СЫ)+Nom;
белән	белән+POST;
бүләкләнә	бүләклә+V+REFL(Ын)+PRES(Й);бүләклән+V+PRES(Й);
.	Type1
Ләкин	ләкин+CNJ;
аңа	ул+PN+DIR(ГА);
барыбер	барыбер+Adv;
тыныч	тыныч+Adj;
яшәргә	яшә+V+INF_1(ЫргА);
насыйп	насыйп+N+Sg+Nom;
булмый	бул+V+NEG(мА)+PRES(Й);
—	Type2
Тигәнәле	тигәнә+N+ATTR_MUN(лЫ);
крестьяннары	крестьян+N+PL(ЛАр)+POSS_3(СЫ)+Nom;
шул	шул+PART;шул+PN;
ук	ук+N+Sg+Nom;ук+PART;
елны	ел+N+Sg+ACC(нЫ);
аның	ул+PN+GEN(нЫң);
имениесен	NR
